id,title
3198,Papillon (1973)
4441,Game of Death (1978)
5970,My Girl (1991)
3270,"Cutting Edge, The (1992)"
80906,Inside Job (2010)
181,Mighty Morphin Power Rangers: The Movie (1995)
5107,Hart's War (2002)
4232,Spy Kids (2001)
111,Taxi Driver (1976)
89904,The Artist (2011)
4022,Cast Away (2000)
3203,Dead Calm (1989)
4131,Making Mr. Right (1987)
5081,Birthday Girl (2001)
91500,The Hunger Games (2012)
5220,Showtime (2002)
1234,"Sting, The (1973)"
748,"Arrival, The (1996)"
1079,"Fish Called Wanda, A (1988)"
901,Funny Face (1957)
928,Rebecca (1940)
4132,Mannequin (1987)
1202,Withnail & I (1987)
2747,"Little Shop of Horrors, The (1960)"
379,Timecop (1994)
3981,Red Planet (2000)
86504,Voices from the List (2004)
216,Billy Madison (1995)
3633,On Her Majesty's Secret Service (1969)
3287,"Tigger Movie, The (2000)"
4917,MacArthur (1977)
99007,Warm Bodies (2013)
971,Cat on a Hot Tin Roof (1958)
2089,"Rescuers Down Under, The (1990)"
3210,Fast Times at Ridgemont High (1982)
4852,Bones (2001)
1810,Primary Colors (1998)
1219,Psycho (1960)
31696,Constantine (2005)
2599,Election (1999)
48304,Apocalypto (2006)
3910,Dancer in the Dark (2000)
1373,Star Trek V: The Final Frontier (1989)
362,"Jungle Book, The (1994)"
4248,Josie and the Pussycats (2001)
742,Thinner (1996)
1987,Prom Night (1980)
942,Laura (1944)
114713,Annabelle (2014)
4310,Pearl Harbor (2001)
437,Cops and Robbersons (1994)
551,"Nightmare Before Christmas, The (1993)"
85414,Source Code (2011)
3973,Book of Shadows: Blair Witch 2 (2000)
424,Blue Chips (1994)
49649,Eragon (2006)
2467,"Name of the Rose, The (Name der Rose, Der) (1986)"
3943,Bamboozled (2000)
2971,All That Jazz (1979)
4223,Enemy at the Gates (2001)
2566,Doug's 1st Movie (1999)
2370,"Emerald Forest, The (1985)"
270,Love Affair (1994)
5992,"Hours, The (2002)"
6264,"Core, The (2003)"
1023,Winnie the Pooh and the Blustery Day (1968)
3253,Wayne's World (1992)
1662,Gang Related (1997)
685,It's My Party (1996)
3573,Carnosaur 2 (1995)
3106,Come See the Paradise (1990)
1407,Scream (1996)
1028,Mary Poppins (1964)
55721,Elite Squad (Tropa de Elite) (2007)
7153,"Lord of the Rings: The Return of the King, The (2003)"
80862,Catfish (2010)
53519,Death Proof (2007)
1191,Madonna: Truth or Dare (1991)
185,"Net, The (1995)"
904,Rear Window (1954)
130490,Insurgent (2015)
93980,"Three Stooges, The (2012)"
6618,Shaolin Soccer (Siu lam juk kau) (2001)
3196,Stalag 17 (1953)
1037,"Lawnmower Man, The (1992)"
2857,Yellow Submarine (1968)
4901,Spy Game (2001)
1917,Armageddon (1998)
3819,Tampopo (1985)
1517,Austin Powers: International Man of Mystery (1997)
1779,Sphere (1998)
784,"Cable Guy, The (1996)"
1130,"Howling, The (1980)"
1339,Dracula (Bram Stoker's Dracula) (1992)
1959,Out of Africa (1985)
86345,Louis C.K.: Hilarious (2010)
117533,Citizenfour (2014)
4703,Chocolat (1988)
2596,SLC Punk! (1998)
1300,My Life as a Dog (Mitt liv som hund) (1985)
38164,"All This, and Heaven Too (1940)"
2381,Police Academy 4: Citizens on Patrol (1987)
6387,Once a Thief (Zong heng si hai) (1991)
2083,"Muppet Christmas Carol, The (1992)"
3334,Key Largo (1948)
207,"Walk in the Clouds, A (1995)"
3148,"Cider House Rules, The (1999)"
1240,"Terminator, The (1984)"
3426,Jungle Fever (1991)
1256,Duck Soup (1933)
1968,"Breakfast Club, The (1985)"
164,Devil in a Blue Dress (1995)
6378,"Italian Job, The (2003)"
4995,"Beautiful Mind, A (2001)"
2858,American Beauty (1999)
2329,American History X (1998)
45880,Marie Antoinette (2006)
5608,"Das Experiment (Experiment, The) (2001)"
5995,"Pianist, The (2002)"
475,In the Name of the Father (1993)
4321,City Slickers (1991)
3155,Anna and the King (1999)
81564,Megamind (2010)
129354,Focus (2015)
725,"Great White Hype, The (1996)"
96606,Samsara (2011)
1862,Species II (1998)
259,Kiss of Death (1995)
799,"Frighteners, The (1996)"
103772,"Wolverine, The (2013)"
86332,Thor (2011)
1604,Money Talks (1997)
196,Species (1995)
110730,Transcendence (2014)
229,Death and the Maiden (1994)
3545,Cabaret (1972)
1582,Wild America (1997)
3785,Scary Movie (2000)
3788,Blow-Up (Blowup) (1966)
300,Quiz Show (1994)
619,Ed (1996)
908,North by Northwest (1959)
1588,George of the Jungle (1997)
89745,"Avengers, The (2012)"
83601,Amer (2009)
1091,Weekend at Bernie's (1989)
1371,Star Trek: The Motion Picture (1979)
100714,Before Midnight (2013)
79224,"Karate Kid, The (2010)"
44889,Reefer Madness: The Movie Musical (2005)
180,Mallrats (1995)
1949,"Man for All Seasons, A (1966)"
2081,"Little Mermaid, The (1989)"
7305,Black Widow (1987)
3179,Angela's Ashes (1999)
55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)"
4190,Elmer Gantry (1960)
89039,Another Earth (2011)
3097,"Shop Around the Corner, The (1940)"
514,"Ref, The (1994)"
103543,"Lifeguard, The (2013)"
5843,Toy Soldiers (1991)
5380,"Importance of Being Earnest, The (2002)"
3453,Here on Earth (2000)
2623,Trippin' (1999)
378,Speechless (1994)
611,Hellraiser: Bloodline (1996)
120130,Into the Forest of Fireflies' Light (2011)
49130,"Good Year, A (2006)"
4308,Moulin Rouge (2001)
47610,"Illusionist, The (2006)"
1304,Butch Cassidy and the Sundance Kid (1969)
3766,Missing in Action (1984)
1629,"MatchMaker, The (1997)"
2288,"Thing, The (1982)"
2683,Austin Powers: The Spy Who Shagged Me (1999)
123,Chungking Express (Chung Hing sam lam) (1994)
3298,Boiler Room (2000)
7934,Zelig (1983)
27731,"Cat Returns, The (Neko no ongaeshi) (2002)"
86911,"Hangover Part II, The (2011)"
2580,Go (1999)
1378,Young Guns (1988)
1681,Mortal Kombat: Annihilation (1997)
711,Flipper (1996)
205,Unstrung Heroes (1995)
2253,Toys (1992)
1483,Crash (1996)
6932,Shattered Glass (2003)
1231,"Right Stuff, The (1983)"
4467,"Adventures of Baron Munchausen, The (1988)"
3197,"Presidio, The (1988)"
830,"First Wives Club, The (1996)"
3969,Pay It Forward (2000)
1998,Exorcist II: The Heretic (1977)
4963,Ocean's Eleven (2001)
1624,"Thousand Acres, A (1997)"
4545,Short Circuit (1986)
106916,American Hustle (2013)
1297,Real Genius (1985)
5039,Dragonslayer (1981)
153,Batman Forever (1995)
34162,Wedding Crashers (2005)
3929,"Bank Dick, The (1940)"
33145,"Lot Like Love, A (2005)"
3252,Scent of a Woman (1992)
430,Calendar Girl (1993)
3952,"Contender, The (2000)"
55765,American Gangster (2007)
3083,All About My Mother (Todo sobre mi madre) (1999)
371,"Paper, The (1994)"
3911,Best in Show (2000)
3783,Croupier (1998)
1772,Blues Brothers 2000 (1998)
4802,Operation Petticoat (1959)
3977,Charlie's Angels (2000)
6287,Anger Management (2003)
3686,Flatliners (1990)
1273,Down by Law (1986)
4210,Manhunter (1986)
108932,The Lego Movie (2014)
2059,"Parent Trap, The (1998)"
56949,27 Dresses (2008)
104879,Prisoners (2013)
104211,We're the Millers (2013)
1552,Con Air (1997)
85334,Hard Ticket to Hawaii (1987)
2366,King Kong (1933)
1266,Unforgiven (1992)
848,"Spitfire Grill, The (1996)"
4148,Hannibal (2001)
154,Beauty of the Day (Belle de jour) (1967)
7236,"Boy and His Dog, A (1975)"
5791,Frida (2002)
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2906,Random Hearts (1999)
2532,Conquest of the Planet of the Apes (1972)
78316,Letters to Juliet (2010)
118696,The Hobbit: The Battle of the Five Armies (2014)
41569,King Kong (2005)
102007,"Invincible Iron Man, The (2007)"
587,Ghost (1990)
2497,Message in a Bottle (1999)
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961)
1924,Plan 9 from Outer Space (1959)
8128,Au revoir les enfants (1987)
93363,John Carter (2012)
2269,Indecent Proposal (1993)
935,"Band Wagon, The (1953)"
3534,28 Days (2000)
2360,"Celebration, The (Festen) (1998)"
88744,Rise of the Planet of the Apes (2011)
3937,Runaway (1984)
3483,"Road to El Dorado, The (2000)"
1235,Harold and Maude (1971)
6550,Johnny English (2003)
2470,Crocodile Dundee (1986)
410,Addams Family Values (1993)
3554,Love and Basketball (2000)
2004,Gremlins 2: The New Batch (1990)
113,Before and After (1996)
335,Underneath (1995)
2445,At First Sight (1999)
316,Stargate (1994)
1137,Hustler White (1996)
1253,"Day the Earth Stood Still, The (1951)"
1015,Homeward Bound: The Incredible Journey (1993)
89386,Pearl Jam Twenty (2011)
1617,L.A. Confidential (1997)
1894,Six Days Seven Nights (1998)
879,"Relic, The (1997)"
52952,This Is England (2006)
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
4654,Road House (1989)
609,Homeward Bound II: Lost in San Francisco (1996)
5878,Talk to Her (Hable con Ella) (2002)
80831,Let Me In (2010)
91978,Man on a Ledge (2012)
3317,Wonder Boys (2000)
106489,"Hobbit: The Desolation of Smaug, The (2013)"
59501,"Chronicles of Narnia: Prince Caspian, The (2008)"
1986,Halloween 5: The Revenge of Michael Myers (1989)
2369,Desperately Seeking Susan (1985)
3741,Badlands (1973)
231,Dumb & Dumber (Dumb and Dumber) (1994)
2447,Varsity Blues (1999)
184,Nadja (1994)
1950,In the Heat of the Night (1967)
1396,Sneakers (1992)
765,Jack (1996)
1027,Robin Hood: Prince of Thieves (1991)
1755,Shooting Fish (1997)
49286,"Holiday, The (2006)"
8861,Resident Evil: Apocalypse (2004)
1918,Lethal Weapon 4 (1998)
911,Charade (1963)
448,Fearless (1993)
2401,Pale Rider (1985)
1041,Secrets & Lies (1996)
1912,Out of Sight (1998)
919,"Wizard of Oz, The (1939)"
490,Malice (1993)
186,Nine Months (1995)
1694,"Apostle, The (1997)"
3654,"Guns of Navarone, The (1961)"
92259,Intouchables (2011)
5882,Treasure Planet (2002)
1013,"Parent Trap, The (1961)"
4878,Donnie Darko (2001)
74685,"Crazies, The (2010)"
384,Bad Company (1995)
1957,Chariots of Fire (1981)
55946,Lions For Lambs (2007)
505,North (1994)
383,Wyatt Earp (1994)
132,Jade (1995)
2137,Charlotte's Web (1973)
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
288,Natural Born Killers (1994)
547,Surviving the Game (1994)
102903,Now You See Me (2013)
69644,Ice Age: Dawn of the Dinosaurs (2009)
2410,Rocky III (1982)
97752,Cloud Atlas (2012)
2017,Babes in Toyland (1961)
2407,Cocoon (1985)
2822,Medicine Man (1992)
101,Bottle Rocket (1996)
913,"Maltese Falcon, The (1941)"
52722,Spider-Man 3 (2007)
1647,Playing God (1997)
2720,Inspector Gadget (1999)
1792,U.S. Marshals (1998)
2700,"South Park: Bigger, Longer and Uncut (1999)"
1734,My Life in Pink (Ma vie en rose) (1997)
279,My Family (1995)
40581,Just Friends (2005)
58047,"Definitely, Maybe (2008)"
2644,Dracula (1931)
2617,"Mummy, The (1999)"
1218,"Killer, The (Die xue shuang xiong) (1989)"
7096,Rivers and Tides (2001)
1275,Highlander (1986)
97,"Hate (Haine, La) (1995)"
195,Something to Talk About (1995)
80463,"Social Network, The (2010)"
4105,"Evil Dead, The (1981)"
4980,Bill & Ted's Bogus Journey (1991)
1356,Star Trek: First Contact (1996)
5630,Red Dragon (2002)
3897,Almost Famous (2000)
1527,"Fifth Element, The (1997)"
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)"
85881,Win Win (2011)
709,Oliver & Company (1988)
81847,Tangled (2010)
840,House Arrest (1996)
2896,Alvarez Kelly (1966)
59604,"Girl Next Door, The (2007)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)"
5945,About Schmidt (2002)
111617,Blended (2014)
906,Gaslight (1944)
4159,3000 Miles to Graceland (2001)
342,Muriel's Wedding (1994)
2735,"Golden Child, The (1986)"
125914,Mortdecai (2015)
94780,Snow White and the Huntsman (2012)
97921,Silver Linings Playbook (2012)
1376,Star Trek IV: The Voyage Home (1986)
101142,"Croods, The (2013)"
3190,Supernova (2000)
198,Strange Days (1995)
3727,Near Dark (1987)
710,Celtic Pride (1996)
1735,Great Expectations (1998)
5971,My Neighbor Totoro (Tonari no Totoro) (1988)
2186,Strangers on a Train (1951)
48322,Jackass Number Two (2006)
7333,"Corbeau, Le (Raven, The) (1943)"
88140,Captain America: The First Avenger (2011)
90439,Margin Call (2011)
1825,The Players Club (1998)
106696,Frozen (2013)
2600,eXistenZ (1999)
3330,Splendor in the Grass (1961)
3176,"Talented Mr. Ripley, The (1999)"
3152,"Last Picture Show, The (1971)"
275,Mixed Nuts (1994)
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
3087,Scrooged (1988)
3268,Stop! Or My Mom Will Shoot (1992)
106002,Ender's Game (2013)
2161,"NeverEnding Story, The (1984)"
673,Space Jam (1996)
88125,Harry Potter and the Deathly Hallows: Part 2 (2011)
3526,Parenthood (1989)
34520,"Dukes of Hazzard, The (2005)"
3580,Up at the Villa (2000)
1193,One Flew Over the Cuckoo's Nest (1975)
2335,"Waterboy, The (1998)"
56389,My Blueberry Nights (2007)
4638,Jurassic Park III (2001)
2500,Jawbreaker (1999)
4889,Heist (2001)
3362,Dog Day Afternoon (1975)
1837,"Odd Couple II, The (1998)"
282,Nell (1994)
5364,Unfaithful (2002)
1321,"American Werewolf in London, An (1981)"
3361,Bull Durham (1988)
3296,To Sir with Love (1967)
2524,"Towering Inferno, The (1974)"
86644,"Fast Five (Fast and the Furious 5, The) (2011)"
44840,"Benchwarmers, The (2006)"
1958,Terms of Endearment (1983)
105,"Bridges of Madison County, The (1995)"
232,Eat Drink Man Woman (Yin shi nan nu) (1994)
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
647,Courage Under Fire (1996)
509,"Piano, The (1993)"
117176,The Theory of Everything (2014)
357,Four Weddings and a Funeral (1994)
1089,Reservoir Dogs (1992)
55269,"Darjeeling Limited, The (2007)"
2023,"Godfather: Part III, The (1990)"
2021,Dune (1984)
172,Johnny Mnemonic (1995)
2968,Time Bandits (1981)
800,Lone Star (1996)
1586,G.I. Jane (1997)
1603,Mimic (1997)
4329,Rio Bravo (1959)
52973,Knocked Up (2007)
155,Beyond Rangoon (1995)
833,High School High (1996)
2579,Following (1998)
1270,Back to the Future (1985)
315,"Specialist, The (1994)"
1167,Dear God (1996)
2473,Soul Man (1986)
204,Under Siege 2: Dark Territory (1995)
3186,"Girl, Interrupted (1999)"
2136,"Nutty Professor, The (1963)"
3980,Men of Honor (2000)
5485,Tadpole (2002)
4616,Lean on Me (1989)
2634,"Mummy, The (1959)"
1049,"Ghost and the Darkness, The (1996)"
905,It Happened One Night (1934)
127202,Me and Earl and the Dying Girl (2015)
4744,Jeepers Creepers (2001)
39516,Don't Move (Non ti muovere) (2004)
3259,Far and Away (1992)
2716,Ghostbusters (a.k.a. Ghost Busters) (1984)
90866,Hugo (2011)
1299,"Killing Fields, The (1984)"
91542,Sherlock Holmes: A Game of Shadows (2011)
4020,"Gift, The (2000)"
358,Higher Learning (1995)
1732,"Big Lebowski, The (1998)"
269,My Crazy Life (Mi vida loca) (1993)
6145,Venom (1982)
2669,Pork Chop Hill (1959)
285,Beyond Bedlam (1993)
96821,"Perks of Being a Wallflower, The (2012)"
4270,"Mummy Returns, The (2001)"
940,"Adventures of Robin Hood, The (1938)"
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
3795,"Five Senses, The (1999)"
1432,Metro (1997)
1920,Small Soldiers (1998)
26472,"Norte, El (1984)"
2788,Monty Python's And Now for Something Completely Different (1971)
2941,South Pacific (1958)
1388,Jaws 2 (1978)
3811,Breaker Morant (1980)
540,Sliver (1993)
5093,Collateral Damage (2002)
3726,Assault on Precinct 13 (1976)
368,Maverick (1994)
442,Demolition Man (1993)
5152,We Were Soldiers (2002)
225,Disclosure (1994)
79293,Salt (2010)
5449,Mr. Deeds (2002)
2034,"Black Hole, The (1979)"
74946,She's Out of My League (2010)
3363,American Graffiti (1973)
51086,"Number 23, The (2007)"
5513,Martin Lawrence Live: Runteldat (2002)
2926,Hairspray (1988)
3037,Little Big Man (1970)
2950,"Blue Lagoon, The (1980)"
4887,"One, The (2001)"
3274,Single White Female (1992)
1626,Fire Down Below (1997)
3479,Ladyhawke (1985)
3147,"Green Mile, The (1999)"
1393,Jerry Maguire (1996)
60069,WALL·E (2008)
39446,Saw II (2005)
5011,Charlotte Gray (2001)
6408,Animals are Beautiful People (1974)
5479,K-19: The Widowmaker (2002)
924,2001: A Space Odyssey (1968)
4873,Waking Life (2001)
140,Up Close and Personal (1996)
1148,Wallace & Gromit: The Wrong Trousers (1993)
1212,"Third Man, The (1949)"
1409,Michael (1996)
3809,What About Bob? (1991)
5673,Punch-Drunk Love (2002)
1104,"Streetcar Named Desire, A (1951)"
2194,"Untouchables, The (1987)"
256,Junior (1994)
1022,Cinderella (1950)
955,Bringing Up Baby (1938)
613,Jane Eyre (1996)
866,Bound (1996)
2291,Edward Scissorhands (1990)
724,"Craft, The (1996)"
2991,Live and Let Die (1973)
1591,Spawn (1997)
3358,Defending Your Life (1991)
4355,Youngblood (1986)
5410,Silent Running (1972)
7371,Dogville (2003)
94015,Mirror Mirror (2012)
372,Reality Bites (1994)
61250,"House Bunny, The (2008)"
7001,Invasion of the Body Snatchers (1978)
49284,10 Items or Less (2006)
6001,"King of Comedy, The (1983)"
99636,English Vinglish (2012)
355,"Flintstones, The (1994)"
42009,Cheaper by the Dozen 2 (2005)
2132,Who's Afraid of Virginia Woolf? (1966)
2993,Thunderball (1965)
433,Clean Slate (1994)
2436,Tea with Mussolini (1999)
3396,"Muppet Movie, The (1979)"
529,Searching for Bobby Fischer (1993)
381,When a Man Loves a Woman (1994)
656,Eddie (1996)
2997,Being John Malkovich (1999)
507,"Perfect World, A (1993)"
2493,"Harmonists, The (1997)"
5665,Knockaround Guys (2002)
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008)
111443,Chef (2014)
524,Rudy (1993)
426,Body Snatchers (1993)
4015,"Dude, Where's My Car? (2000)"
40629,Pride & Prejudice (2005)
2468,Jumpin' Jack Flash (1986)
27773,Old Boy (2003)
3638,Moonraker (1979)
1136,Monty Python and the Holy Grail (1975)
64969,Yes Man (2008)
3699,Starman (1984)
58332,Diary of the Dead (2007)
249,Immortal Beloved (1994)
3299,Hanging Up (2000)
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
1965,Repo Man (1984)
449,Fear of a Black Hat (1994)
5308,Three Men and a Baby (1987)
1960,"Last Emperor, The (1987)"
858,"Godfather, The (1972)"
5048,Snow Dogs (2002)
5299,My Big Fat Greek Wedding (2002)
3095,"Grapes of Wrath, The (1940)"
370,Naked Gun 33 1/3: The Final Insult (1994)
1051,Trees Lounge (1996)
96737,Dredd (2012)
5804,"Santa Clause 2, The (2002)"
2919,"Year of Living Dangerously, The (1982)"
485,Last Action Hero (1993)
453,For Love or Money (1993)
1268,Pump Up the Volume (1990)
5962,Body of Evidence (1993)
1341,Burnt Offerings (1976)
5965,"Duellists, The (1977)"
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
5541,Hot Shots! (1991)
104283,"Wind Rises, The (Kaze tachinu) (2013)"
1006,"Chamber, The (1996)"
1824,Homegrown (1998)
4945,"Enforcer, The (1976)"
2859,Stop Making Sense (1984)
308,Three Colors: White (Trzy kolory: Bialy) (1994)
1635,"Ice Storm, The (1997)"
1895,Can't Hardly Wait (1998)
147,"Basketball Diaries, The (1995)"
910,Some Like It Hot (1959)
97923,Flight (2012)
1276,Cool Hand Luke (1967)
5444,Lilo & Stitch (2002)
7438,Kill Bill: Vol. 2 (2004)
3978,"Legend of Bagger Vance, The (2000)"
51412,Next (2007)
420,Beverly Hills Cop III (1994)
3959,"Time Machine, The (1960)"
36519,Transporter 2 (2005)
5902,Adaptation (2002)
4396,"Cannonball Run, The (1981)"
3053,"Messenger: The Story of Joan of Arc, The (1999)"
50601,Bridge to Terabithia (2007)
2038,"Cat from Outer Space, The (1978)"
3300,Pitch Black (2000)
1056,Jude (1996)
4090,"Brave Little Toaster, The (1987)"
2058,"Negotiator, The (1998)"
1287,Ben-Hur (1959)
3496,Madame Sousatzka (1988)
62113,How to Lose Friends & Alienate People (2008)
3398,"Muppets Take Manhattan, The (1984)"
94864,Prometheus (2012)
2966,"Straight Story, The (1999)"
2312,Children of a Lesser God (1986)
4235,Amores Perros (Love's a Bitch) (2000)
283,New Jersey Drive (1995)
1465,Rosewood (1997)
266,Legends of the Fall (1994)
2513,Pet Sematary (1989)
2565,"King and I, The (1956)"
2162,"NeverEnding Story II: The Next Chapter, The (1990)"
312,Stuart Saves His Family (1995)
2688,"General's Daughter, The (1999)"
347,Bitter Moon (1992)
2248,Say Anything... (1989)
58107,Step Up 2 the Streets (2008)
7046,"Witches of Eastwick, The (1987)"
3593,Battlefield Earth (2000)
1020,Cool Runnings (1993)
104,Happy Gilmore (1996)
112852,Guardians of the Galaxy (2014)
281,Nobody's Fool (1994)
6022,American Me (1992)
1286,Somewhere in Time (1980)
517,Rising Sun (1993)
2793,"American Werewolf in Paris, An (1997)"
2231,Rounders (1998)
44972,Scary Movie 4 (2006)
87529,Your Highness (2011)
3918,Hellbound: Hellraiser II (1988)
1217,Ran (1985)
3019,Drugstore Cowboy (1989)
2657,"Rocky Horror Picture Show, The (1975)"
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
445,Fatal Instinct (1993)
55820,No Country for Old Men (2007)
780,Independence Day (a.k.a. ID4) (1996)
2300,"Producers, The (1968)"
27815,"Chorus, The (Choristes, Les) (2004)"
4855,Dirty Harry (1971)
3256,Patriot Games (1992)
3618,Small Time Crooks (2000)
2492,20 Dates (1998)
4489,Coming to America (1988)
661,James and the Giant Peach (1996)
3594,Center Stage (2000)
59315,Iron Man (2008)
88163,"Crazy, Stupid, Love. (2011)"
2025,Lolita (1997)
4450,Bully (2001)
4447,Legally Blonde (2001)
103249,World War Z (2013)
8972,National Treasure (2004)
130087,The Cobbler (2015)
968,Night of the Living Dead (1968)
3024,Piranha (1978)
218,Boys on the Side (1995)
2090,"Rescuers, The (1977)"
141,"Birdcage, The (1996)"
7841,Children of Dune (2003)
5283,National Lampoon's Van Wilder (2002)
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
6218,Bend It Like Beckham (2002)
56941,P.S. I Love You (2007)
3247,Sister Act (1992)
2115,Indiana Jones and the Temple of Doom (1984)
51662,300 (2007)
66934,Dr. Horrible's Sing-Along Blog (2008)
8640,King Arthur (2004)
1653,Gattaca (1997)
5388,Insomnia (2002)
7991,Death Race 2000 (1975)
692,Solo (1996)
2391,"Simple Plan, A (1998)"
1515,Volcano (1997)
318,"Shawshank Redemption, The (1994)"
628,Primal Fear (1996)
4207,Navy Seals (1990)
5387,Enough (2002)
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)"
1209,Once Upon a Time in the West (C'era una volta il West) (1968)
4776,Training Day (2001)
6044,Blind Date (1984)
1665,Bean (1997)
116897,Wild Tales (2014)
3499,Misery (1990)
393,Street Fighter (1994)
44195,Thank You for Smoking (2006)
40697,Babylon 5
2420,"Karate Kid, The (1984)"
376,"River Wild, The (1994)"
3258,Death Becomes Her (1992)
2122,Children of the Corn (1984)
1672,"Rainmaker, The (1997)"
1215,Army of Darkness (1993)
4803,Play Misty for Me (1971)
49272,Casino Royale (2006)
2558,Forces of Nature (1999)
2908,Boys Don't Cry (1999)
779,'Til There Was You (1997)
766,I Shot Andy Warhol (1996)
2160,Rosemary's Baby (1968)
5643,Powaqqatsi (1988)
541,Blade Runner (1982)
2531,Battle for the Planet of the Apes (1973)
81782,Unstoppable (2010)
1953,"French Connection, The (1971)"
2881,Double Jeopardy (1999)
2618,"Castle, The (1997)"
3386,JFK (1991)
2067,Doctor Zhivago (1965)
1910,I Went Down (1997)
109374,"Grand Budapest Hotel, The (2014)"
71520,"Invention of Lying, The (2009)"
253,Interview with the Vampire: The Vampire Chronicles (1994)
4499,Dirty Rotten Scoundrels (1988)
6870,Mystic River (2003)
3254,Wayne's World 2 (1993)
1327,"Amityville Horror, The (1979)"
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
1060,Swingers (1996)
1875,Clockwatchers (1997)
1245,Miller's Crossing (1990)
3501,Murphy's Romance (1985)
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)"
678,Some Folks Call It a Sling Blade (1993)
